id,word,pronunciation_arpabet,primary_part_of_speech,primary_definition,synonyms,examples,source_list_count,priority_tier,source,ranking_source_url,verified_on
"vocab-0270","abstruse","AH0 B S T R UW1 S","adjective","difficult to penetrate","[""deep"",""recondite""]","[""incomprehensible to one of ordinary understanding or knowledge"",""the professor's lectures were so abstruse that students tended to avoid them"",""a deep metaphysical theory"",""some recondite problem in historiography""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0271","acumen","AH0 K Y UW1 M AH0 N","noun","a tapering point  ","[]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0272","aggrandize","AH0 G R AE1 N D AY2 Z","verb","add details to  ","[""embroider"",""pad"",""lard"",""embellish"",""aggrandise"",""blow up"",""dramatize"",""dramatise""]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0273","alleviate","AH0 L IY1 V IY0 EY2 T","verb","make easier","[""facilitate"",""ease"",""relieve"",""palliate"",""assuage""]","[""you could facilitate the process by sharing your knowledge"",""This pill will relieve your headaches""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0274","anachronism","AH0 N AE1 K R AH0 N IH2 Z AH0 M","noun","a person who seems to be displaced in time","[""mistiming"",""misdating""]","[""who belongs to another age""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0275","apocryphal","AH0 P AA1 K R AH0 F AH0 L","adjective","being of questionable authenticity  ","[]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0276","apostate","AH0 P AO1 S T EY0 T","adjective","not faithful to religion or party or cause  ","[]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0277","appropriate","AH0 P R OW1 P R IY0 AH0 T","adjective","suitable for a particular person or place or condition etc","[""capture"",""seize"",""conquer""]","[""a book not appropriate for children"",""a funeral conducted the appropriate solemnity"",""it seems that an apology is appropriate"",""the invaders seized the land and property of the inhabitants""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0278","arcane","AA2 R K EY1 N","adjective","requiring secret or mysterious knowledge","[]","[""the arcane science of dowsing""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0279","asperity","AH0 S P EH1 R IH0 T IY0","noun","harshness of manner  ","[""sharpness"",""grimness"",""hardship"",""rigor"",""rigour"",""severity"",""severeness"",""rigorousness"",""rigourousness""]","[""the asperity of northern winters""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0280","assail","AH0 S EY1 L","verb","attack someone physically or emotionally","[""assault"",""set on"",""attack""]","[""The mugger assaulted the woman"",""Nightmares assailed him regularly""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0281","assiduous","AH0 S IH1 D W AH0 S","adjective","marked by care and persistent effort","[""sedulous""]","[""her assiduous attempts to learn French"",""assiduous research"",""sedulous pursuit of legal and moral principles""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0282","brazen","B R EY1 Z AH0 N","adjective","made of or resembling brass (as in color or hardness)  ","[]","[""brazen it out""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0283","brook","B R UH1 K","noun","a natural stream of water smaller than a river (and often a tributary of a river)","[""creek""]","[""the creek dried up every summer""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0284","capitulate","K AH0 P IH1 CH UW0 L IH0 T","verb","surrender under agreed conditions  ","[]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0285","catalyst","K AE1 T AH0 L AH0 S T","noun","something that causes an important event to happen","[""accelerator""]","[""the invasion acted as a catalyst to unite the country""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0286","cavalier","K AE2 V AH0 L IH1 R","adjective","given to haughty disregard of others  ","[""high-handed"",""chevalier""]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0287","chagrin","SH AH0 G R IH1 N","noun","strong feelings of embarrassment  ","[""humiliation"",""mortification""]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0288","chary","CH AA1 R IY0","adjective","characterized by great caution and wariness","[""cagey"",""cagy""]","[""a cagey avoidance of a definite answer"",""chary of the risks involved"",""a chary investor""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0289","chicanery","SH IH0 K EY1 N ER0 IY0","noun","the use of tricks to deceive someone (usually to extract money from them)  ","[""trickery"",""chicane"",""guile"",""wile"",""shenanigan""]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0290","circumscribe","S ER2 K AH0 M S K R AY1 B","verb","to draw a geometric figure around another figure so that the two are in contact but do not intersect  ","[]","[""He drew a circle around the points""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0291","condone","K AH0 N D OW1 N","verb","excuse, overlook, or make allowances for","[""excuse""]","[""be lenient with"",""excuse someone's behavior"",""She condoned her husband's occasional infidelities""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0292","construe","K AH0 N S T R UW1","verb","make sense of","[""interpret"",""see""]","[""assign a meaning to"",""What message do you see in this letter?"",""How do you interpret his behavior?""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0293","credence","K R IY1 D AH0 N S","noun","the mental attitude that something is believable and should be accepted as true","[""acceptance""]","[""he gave credence to the gossip"",""acceptance of Newtonian mechanics was unquestioned for 200 years""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0294","cupidity","K Y UW0 P IH1 D IH0 T IY0","noun","extreme greed for material wealth  ","[""avarice"",""avariciousness"",""covetousness""]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0295","debase","D AH0 B EY1 S","verb","lower in value by increasing the base-metal content  ","[""alloy""]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0296","debunk","D IH0 B AH1 NG K","verb","expose while ridiculing","[""expose""]","[""especially of pretentious or false claims and ideas"",""The physicist debunked the psychic's claims""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0297","derelict","D EH1 R AH0 L IH2 K T","adjective","failing in what duty requires","[""delinquent"",""neglectful"",""remiss""]","[""derelict (or delinquent) in his duty"",""neglectful of his duties"",""remiss of you not to pay your bills""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0298","desiccate","D EH1 S AH0 K EY0 T","adjective","lacking vitality or spirit","[""arid"",""desiccated"",""exsiccate"",""dehydrate"",""dry up""]","[""lifeless"",""a technically perfect but arid performance of the sonata"",""a desiccate romance"",""a prissy and emotionless creature...settles into a mold of desiccated snobbery-C.J.Rolo""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0299","dirge","D ER1 JH","noun","a song or hymn of mourning composed or performed as a memorial to a dead person  ","[""coronach"",""lament"",""requiem"",""threnody""]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0300","discrepancy","D IH0 S K R EH1 P AH0 N S IY0","noun","an event that departs from expectations  ","[""variance"",""variant"",""disagreement"",""divergence""]","[""a growing divergence of opinion""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0301","dispassionate","D IH0 S P AE1 SH AH0 N AH0 T","adjective","unaffected by strong emotion or prejudice","[""cold-eyed""]","[""a journalist should be a dispassionate reporter of fact""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0302","dissolution","D IH2 S AH0 L UW1 SH AH0 N","noun","the termination or disintegration of a relationship (between persons or nations)  ","[""breakup"",""disintegration""]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0303","dissonance","D IH1 S AH0 N AH0 N S","noun","disagreeable sounds  ","[]","[]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0304","distend","D IH0 S T EH1 N D","verb","swell from or as if from internal pressure","[]","[""The distended bellies of the starving cows"",""The gas distended the animal's body""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0305","elegy","EH1 L AH0 JH IY2","noun","a mournful poem","[""lament""]","[""a lament for the dead""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0306","embellish","IH0 M B EH1 L IH0 SH","verb","make more beautiful  ","[""fancify"",""beautify"",""prettify"",""decorate"",""adorn"",""grace"",""ornament"",""deck""]","[""Decorate the room for the party"",""beautify yourself for the special day"",""Flowers adorned the tables everywhere""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0307","eminent","EH1 M AH0 N AH0 N T","adjective","of imposing height","[""lofty"",""soaring"",""towering"",""high""]","[""especially standing out above others"",""an eminent peak"",""lofty mountains"",""the soaring spires of the cathedral""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0308","empirical","EH2 M P IH1 R IH0 K AH0 L","adjective","derived from experiment and observation rather than theory","[""empiric""]","[""an empirical basis for an ethical theory"",""empirical laws"",""empirical data"",""an empirical treatment of a disease about which little is known""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0309","enumerate","IH0 N UW1 M ER0 EY2 T","verb","specify individually","[""recite"",""itemize"",""itemise""]","[""She enumerated the many obstacles she had encountered"",""The doctor recited the list of possible side effects of the drug""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0310","erratic","IH0 R AE1 T IH0 K","adjective","likely to perform unpredictably","[""temperamental"",""planetary"",""wandering"",""fickle"",""mercurial"",""quicksilver(a)""]","[""erratic winds are the bane of a sailor"",""a temperamental motor"",""sometimes it would start and sometimes it wouldn't"",""that beautiful but temperamental instrument the flute- Osbert Lancaster""]","8","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
